0\0.png	招商银行（广州分行）
0\710.png	(大写)贰仟贰佰零叁元零贰分
0\711.png	分行营业部在行自助银行24小时自助银行
0\712.png	中国建设银行清远第二支行
0\713.png	珠海农商银行口岸支行
0\714.png	乳源农商行
0\715.png	南海农商银行平洲祥胜支行
0\716.png	(大写)伍仟零捌拾元正
0\717.png	汕头市澄海农村信用合作联社澄城信用社
0\718.png	中国银行金利支行
0\719.png	(大写)叁仟元正
0\720.png	广东省郁南市/县
0\721.png	广东省龙川市/县
0\722.png	乳源农商行
0\723.png	(大写)叁佰零陆元整
0\724.png	营业收入
0\725.png	英德农商行
0\726.png	肇庆农商行
0\727.png	中国邮政银行高要金渡支行
0\728.png	澄海支行营业部在行自助银行24小时自助银行
0\729.png	珠海农商银行外伶仃支行
0\730.png	汕头市澄海农村信用合作联社碧砂信用分社
0\731.png	中国银行佛山城门头支行
0\732.png	大福支行在行自助单点24小时自助银行
0\733.png	广宁农商银行
0\734.png	中山农商银行板芙支行
0\735.png	德庆县凤村镇人民政府
0\736.png	遂溪农商银行
0\737.png	广青办公楼离行自助单点24小时自助银行
0\738.png	龙川农商银行
0\739.png	新丰县财政局
0\740.png	柒拾万元正
0\741.png	东泰路阳光假日泰和商业街98号
0\742.png	翁源农商行
0\743.png	彩虹支行在行自助银行24小时自助银行
0\744.png	中山市三乡镇乌石经济联合社
0\745.png	狮山联邦离行自助单点24小时自助银行
0\746.png	三水支行营业部在行自助单点24小时自助银行
0\747.png	梅州农村商业银行股份有限公司
0\748.png	汕头市澄海农村信用合作联社德邻信用分社
0\749.png	捌拾万元整
0\750.png	建设银行
0\751.png	汕头市澄海农村信用合作联社上华信用社
0\752.png	阳春农商行
0\753.png	佛山农商行恒宝支行
0\754.png	肇庆市高要区金利中学饭堂
0\755.png	和平县财政
0\756.png	(大写)伍拾伍元整
0\757.png	罗定农商银行
0\758.png	建筑保险费
0\759.png	龙光电业离行自助单点24小时自助银行
0\760.png	汕头市澄海农村信用合作联社外砂信用社
0\761.png	(大写)柒佰壹拾伍元整
0\762.png	普宁农商银行
0\763.png	还款
0\764.png	北桥路离行自助银行24小时自助银行
0\765.png	洛浦街洛溪新城吉祥北路204号
0\766.png	杜塘村社保金
0\767.png	珠海农商银行口岸支行
0\768.png	台山一中大江实验中学
0\769.png	房款
0\770.png	壹佰柒拾贰元正
0\771.png	汕头海湾农商银行河北分理处
0\772.png	东凤支行在行自助银行24小时自助银行
0\773.png	广东省阳江市/县
0\774.png	松山湖东莞中学离行自助单点24小时自助银行
0\775.png	体育东支行在行自助银行24小时自助银行
0\776.png	晴朗新地1离行自助单点24小时自助银行
0\777.png	广东省广州市/县
0\778.png	城南支行在行自助银行24小时自助银行
0\779.png	广东省佛山市/县
0\780.png	(大写)壹万陆仟陆佰壹拾捌圆伍角
0\781.png	金田路1003-号御庭园裙楼101-106
0\782.png	新会支行营业部在行自助银行24小时自助银行
0\783.png	云浮农商银行白石支行
0\784.png	肇庆农商行
0\785.png	捌拾伍万元整
0\786.png	英德农商行沙口分理处
0\787.png	中国农业银行股份有限公司阳东湖滨支行
0\788.png	惠东怡景花园离行自助银行24小时自助银行
0\789.png	新丰县第三幼儿园
0\790.png	教师绩效退款
0\791.png	壹佰柒拾贰元正
0\792.png	肇庆农商行
0\793.png	深圳平安银行南城支行
0\794.png	广东省珠海市/县
0\795.png	吴川市农村信用合作联社塘尾分社
0\796.png	肇庆市高要区第二中学食堂
0\797.png	龙华街道油松村东环路惠万家商场门口
0\798.png	(大写)壹拾伍元正
0\799.png	广东博罗农村商业银行社会服务中心分理处
0\800.png	市府离行自助单点24小时自助银行
0\801.png	工程款
0\802.png	肇庆农商行
0\803.png	中国农业银行
0\804.png	佛山市南海区里水镇河村社区居民委员会
0\805.png	肇庆农商行禄步支行
0\806.png	工行肇庆分行
0\807.png	肇庆市高要区大湾镇中心小学
0\808.png	广东省韶关市/县
0\809.png	乳源瑶旅自治县桂头镇中心小学
0\810.png	民生银行揭阳分行
0\811.png	新埠小学移动通信费
0\812.png	(大写)陆仟柒佰捌拾捌元整
0\813.png	民政府
0\814.png	邮政储蓄银行新野县支行
0\815.png	清远市清新区农村信用合作联社浸潭信用社
0\816.png	农商银行
0\817.png	叁万零伍佰肆拾柒元捌角整
0\818.png	博罗县卫生系统财务集中结算中心
0\819.png	(大写)壹仟壹佰贰拾捌元正
0\820.png	建设银行英德支行
0\821.png	工商银行花都支行
0\822.png	徐闻农商银行
0\823.png	中心幼儿园保教费
0\824.png	现金反纳
0\825.png	广东阳春农村商业银行东湖分理处
0\826.png	古劳镇沿江路16号雅图仕印刷厂(饭堂)
0\827.png	开平农商行
0\828.png	南调路在行自助银行24小时自助银行
0\829.png	白云机场5离行自助单点24小时自助银行
0\830.png	英德农商行
0\831.png	壹拾万零肆仟元正
0\832.png	白云机场7离行自助单点24小时自助银行
0\833.png	(大写)肆仟柒佰壹拾贰元贰角正
0\834.png	中山农商行
0\835.png	金额(大写)捌万肆仟壹佰叁拾伍元陆角
0\836.png	壹万元整
0\837.png	雷州市农商银行
0\838.png	邮政银行东源黄村支行
0\839.png	建设银行
0\840.png	壹拾万元整
0\841.png	光明新区公明街道松白公路塘尾社区丰宾电子
0\842.png	五邑大学支行在行自助银行24小时自助银行
0\843.png	广东省新兴市/县
0\844.png	桂城南海大道南120号金汇大厦
0\845.png	广东省汕头市/县
0\846.png	营业收入
0\847.png	东源农商行
0\848.png	南水店气款
0\849.png	龙华街道中环路70号联丰表壳厂
0\850.png	阳光医院离行自助单点24小时自助银行
0\851.png	伍万元正
0\852.png	现金存款
0\853.png	大埔县枫朗基层供销合作社
0\854.png	拱北万家离行自助单点24小时自助银行
0\855.png	壹佰叁拾万零叁仟元正
0\856.png	往来
0\857.png	解放西路在行自助银行24小时自助银行
0\858.png	江门农商银行
0\859.png	解放北路1000号金桂园云华阁
0\860.png	教师陪餐费
0\861.png	肇庆市高要区第二中学食堂
0\862.png	中国建设银行张槎支行
0\863.png	东凤天乙离行自助单点24小时自助银行
0\864.png	博罗县卫生系统财务集中结算中心
0\865.png	佛山市禅城区颗林大江小学
0\866.png	佛山农商银行高明明城支行
0\867.png	广西省贺州市/县
0\868.png	辽宁省大连市/县
0\869.png	广东省广州市/县
0\870.png	金御亭酒店离行自助银行24小时自助银行
0\871.png	买车位
0\872.png	(大写)伍佰捌拾捌元整
0\873.png	广东省珠海市/县
0\874.png	宝安南路1881号华润中心万象城中座127号商铺
0\875.png	厝地款
0\876.png	大朗镇新世纪明上居24号商住楼04-07商铺
0\877.png	贷款
0\878.png	揭阳农商行
0\879.png	揭阳支行营业部在行自助银行24小时自助银行
0\880.png	现金
0\881.png	龙旗自助离行自助单点24小时自助银行
0\882.png	买建筑材料
0\883.png	中堂支行在行自助银行24小时自助银行
0\884.png	广东博罗农村商业银行塘滩路分理处
0\885.png	平远县农村信用合作联社大柘信用社
0\886.png	南油二区离行自助银行24小时自助银行
0\887.png	往来
0\888.png	丰顺县留隍镇砂汤村村民委员会
0\889.png	河源农商银行御龙湾支行
0\890.png	揭东农商银行锡场支行
0\891.png	英德市浈阳峡生态旅游度假有限公司
0\892.png	肇庆农商行禄步支行
0\893.png	广东英德农村商业银行股份有限公司望埠支行
0\894.png	广东省深圳市/县
0\895.png	五华县龙材中学
0\896.png	广东博罗农村商业银行禾安分理处
0\897.png	华发支行在行自助单点24小时自助银行
0\898.png	26-31日现金送存
0\899.png	9月1日城南分店营业款
0\900.png	虎门镇黄村社区虎彩印刷厂正门右侧
0\901.png	珠海农商银行西安支行
0\902.png	鸿都路离行自助银行24小时自助银行
0\903.png	万佳离行自助单点24小时自助银行
0\904.png	广东省肇庆市/县
0\905.png	惠东县大岭街道大岭社区居建新经济合作社
0\906.png	电费
0\907.png	肇庆市高要区禄步镇初级中学饭堂
0\908.png	珠海农商银行矿山支行
0\909.png	横岗街道红棉一路城市中心花园10栋一、二楼
0\910.png	珠海市香洲东坑股份合作公司
0\911.png	汇丰银行上海分行
0\912.png	金沙湾路离行自助银行24小时自助银行
0\913.png	佛山市南海区务庄安瓿玻璃厂
0\914.png	麻涌德永佳制衣公司离行自助单点24小时自助银行
0\915.png	收视费
0\916.png	塘厦支行在行自助银行24小时自助银行
0\917.png	江城支行在行自助银行24小时自助银行
0\918.png	江门市公安局蓬江分局
0\919.png	江门农商行
0\920.png	广东省平远市/县
0\921.png	揭阳空港经济区砲台镇丰溪村洪厝经济联合社
0\922.png	化州支行在行自助银行24小时自助银行
0\923.png	火车南站4离行自助单点24小时自助银行
0\924.png	南海九江支行在行自助银行24小时自助银行
0\925.png	南海农商银行平洲祥胜支行
0\926.png	广东东明股份有限公司
0\927.png	吴川市农村信用合作联社朝阳分社
0\928.png	广东省佛山市/县
0\929.png	肇庆农商行
0\930.png	宾亨中心卫生院疫苗款
0\931.png	翁源农商银行
0\932.png	中国农业银行高要金渡支行
0\933.png	南庄支行在行自助银行24小时自助银行
0\934.png	南区月华园离行自助单点24小时自助银行
0\935.png	怀集农商银行下帅支行
0\936.png	顺德陈村支行在行自助银行24小时自助银行
0\937.png	四会市城中街道城北幼儿园
0\938.png	大学城西平山一路桑泰丹华园二期裙楼
0\939.png	衡山支行在行自助银行24小时自助银行
0\940.png	往来款
0\941.png	(大写)叁仟零捌拾捌元陆角正
0\942.png	廉江农村商业银行
0\943.png	清远市清新区农村信用合作联社三坑信用社
0\944.png	还款
0\945.png	南海农商银行桂城北约支行
0\946.png	四川省资阳市/县
0\947.png	开平农商银行
0\948.png	侨香支行在行自助银行24小时自助银行
0\949.png	(大写)贰万柒仟伍佰元整
0\950.png	肇庆农商行
0\951.png	中国工商银行克拉玛依独山子支行
0\952.png	(大写)肆仟叁佰元整
0\953.png	广东省深圳市/县
0\954.png	汕尾农村商业银行
0\955.png	市三医院离行自助单点24小时自助银行
0\956.png	(大写)壹仟叁佰叁拾玖元整
0\957.png	中国工商银行惠州支行
0\958.png	保教费、伙食费
0\959.png	寮步友华电子厂离行自助单点24小时自助银行
0\960.png	(大写)捌仟元整
0\961.png	徐闻农商银行
0\962.png	(大写)伍万元正
0\963.png	雷州农商行
0\964.png	租赁款
0\965.png	交通银行佛山湖景支行
0\966.png	广东省肇庆市/县
0\967.png	汕头市澄海农村信用合作联社店市信用分社
0\968.png	肇庆农商行
0\969.png	功坚行动伙食费
0\970.png	(大写)壹万肆仟贰佰元捌角正
0\971.png	新华街平步大道中131号A1-A5铺
0\972.png	(大写)叁万贰仟贰佰零贰元零陆分
0\973.png	农业银行铺门支行
0\974.png	广东博罗农村商业银行滘吓分理处
0\975.png	长安莲峰支行在行自助银行24小时自助银行
0\976.png	平远县农村信用合作联社热柘信用社
0\977.png	广东省东莞市/县
0\978.png	河源市欣然餐饮管理有限公司
0\979.png	沙井万丰村万安路275号新丰宾馆一楼
0\980.png	备注：三顷八下围10号鱼塘
0\981.png	(大写)肆万元正
0\982.png	(大写)捌佰玖拾玖元正
0\983.png	新丰农商行
0\984.png	台山农商行
0\985.png	汕头海湾农商行
0\986.png	光大银行
0\987.png	宝安支行在行自助银行24小时自助银行
0\988.png	茂名农商银行公馆支行
0\989.png	备注：2021年度第一学期伙食费
0\990.png	(大写)贰佰壹拾伍元整
0\991.png	农业银行汕头分行
0\992.png	往来
0\993.png	电工款
0\994.png	国际新天地离行自助银行24小时自助银行
0\995.png	8.26病人卡充值款
0\996.png	料款
0\997.png	台山农商银行团费
0\998.png	口岸支行在行自助银行24小时自助银行
0\999.png	丽日支行在行自助银行24小时自助银行
0\1000.png	中国银行
0\1001.png	宝安青少年活动中心离行自助银行24小时自助银行
0\1002.png	广州大道南逸景翠园自编绿屿居A座首层
0\1003.png	南海农商银行
0\1004.png	茂名农商银行
0\1005.png	中珠大厦1离行自助单点24小时自助银行
0\1006.png	(大写)贰万贰仟伍佰肆拾玖元贰角捌分
0\1007.png	佛山农商行三水迳口支行
0\1008.png	中国银行英德支行
0\1009.png	红领巾支行在行自助银行24小时自助银行
0\1010.png	特校伙食费
0\1011.png	营业款
0\1012.png	8月31号营业款（北门头店）
0\1013.png	金额(大写)伍佰元正
0\1014.png	博罗农商银行
0\1015.png	茂名大参林连锁药店有限公司
0\1016.png	营业收入
0\1017.png	建设银行佛冈支行
0\1018.png	前进路丽景城11栋101号商铺
0\1019.png	(大写)叁元整
0\1020.png	(大写)玖佰元正
0\1021.png	江门农商银行
0\1022.png	广东省递溪县第一中学
0\1023.png	顺德伦教离行自助银行24小时自助银行
0\1024.png	货款
0\1025.png	博罗农商银行
0\1026.png	(大写)壹仟陆佰捌拾元整
0\1027.png	广东博罗农村商业银行龙新分理处
0\1028.png	汕头市澄海农村信用合作联社樟籍信用分社
0\1029.png	肇庆市实验中学学生饭堂
0\1030.png	肇庆农商行
0\1031.png	附加信息及用途货款
0\1032.png	伙食费
0\1033.png	水头支行
0\1034.png	卫星支行
0\1035.png	华厦酒店1离行自助单点24小时自助银行
0\1036.png	台山农商行
0\1037.png	广东省中山市/县
0\1038.png	开平市国顺公共交通有限公司
0\1039.png	汕头市澄海农村信用合作联社隆都信用社
0\1040.png	博罗农商银行
0\1041.png	业务款
0\1042.png	鹤山农商银行
0\1043.png	肇庆农商行
0\1044.png	汕头市澄海农村信用合作联社涂池信用分社
0\1045.png	乳源瑶旅自治县桂头镇中心小学
0\1046.png	浦东发展银行虹口支行
0\1047.png	江门农商行
0\1048.png	(大写)壹仟陆佰柒拾壹元捌角正
0\1049.png	備山市三水区南山公有资产投资管理有限公司
0\1050.png	广东阳春农村商业银行春江分理处
0\1051.png	乳源瑶族自治县大桥镇中心小学
0\1052.png	布吉街道西环路6号信达综合商业中心
0\1053.png	农业银行化州支行
0\1054.png	备注：长布镇2019年“三公”经费违规发放资金追回上缴
